,Unnamed: 0,sentence,language,set,gold_amr,parsed_amr,smatch
3429,3429,Які будынак мае больш за ўсё паверхаў пасля Бурдж-Халіфа?,be,train,"# ::snt Які будынак мае больш за ўсё паверхаў пасля Бурдж-Халіфа?
(h / have-03
      :ARG0 (b / building
            :mod (a / amr-unknown))
      :ARG1 (f / floor
            :ARG1-of (h2 / have-quant-91
                  :ARG3 (m / most
                        :mod (a2 / after
                              :op1 (b2 / building :name (n / name :op1 ""Burj"" :op2 ""Khalifa"")))))))","# ::snt Які будынак мае больш за ўсё паверхаў пасля Бурдж-Халіфа?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.947226
(z0 / hyperlink-91
    :ARG3 (z1 / url-entity
              :value ""будынак"")
    :polarity (z2 / amr-unknown))",0.15
3430,3430,What was the final result of the War of the Roses?,en,train,"# ::snt What was the final result of the War of the Roses?
(r / result-01
      :ARG1 (w / war :name (n / name :op1 ""War"" :op2 ""of"" :op3 ""the"" :op4 ""Roses""))
      :ARG2 (a / amr-unknown)
      :mod (f / final))","# ::snt What was the final result of the War of the Roses?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.947251
(z0 / result-01
    :ARG1 (z1 / war
              :wiki ""War_of_the_Roses""
              :name (z2 / name
                        :op1 ""War""
                        :op2 ""of""
                        :op3 ""the""
                        :op4 ""Roses""))
    :ARG2 (z3 / amr-unknown)
    :mod (z4 / final))",0.97
3431,3431,Алһыу һәм аҡ розаларҙың аҙағы ниндәй?,ba,train,"# ::snt Алһыу һәм аҡ розаларҙың аҙағы ниндәй?
(r / result-01
      :ARG1 (w / war :name (n / name :op1 ""War"" :op2 ""of"" :op3 ""the"" :op4 ""Roses""))
      :ARG2 (a / amr-unknown)
      :mod (f / final))","# ::snt Алһыу һәм аҡ розаларҙың аҙағы ниндәй?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.947276
(z0 / string-entity
    :value ""һыу""
    :polarity (z1 / amr-unknown))",0.21
3432,3432,Ал һәм аҡ раузалар һуғышы финал ниндәй була?,ba,train,"# ::snt Ал һәм аҡ раузалар һуғышы финал ниндәй була?
(r / result-01
      :ARG1 (w / war :name (n / name :op1 ""War"" :op2 ""of"" :op3 ""the"" :op4 ""Roses""))
      :ARG2 (a / amr-unknown)
      :mod (f / final))","# ::snt Ал һәм аҡ раузалар һуғышы финал ниндәй була?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.947301
(z0 / string-entity
    :value ""һәм""
    :polarity (z1 / amr-unknown))",0.21
3433,3433,Wie ging der Rosenkrieg aus?,de,train,"# ::snt Wie ging der Rosenkrieg aus?
(r / result-01
      :ARG1 (w / war :name (n / name :op1 ""War"" :op2 ""of"" :op3 ""the"" :op4 ""Roses""))
      :ARG2 (a / amr-unknown)
      :mod (f / final))","# ::snt Wie ging der Rosenkrieg aus?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.947326
(z0 / wie
    :wiki ""Rosenkrieg""
    :name (z2 / name
              :op1 ""Rosenkrieg""))",0.2
3434,3434,Какой финал у война алой и белой розы?,ru,train,"# ::snt Какой финал у война алой и белой розы?
(r / result-01
      :ARG1 (w / war :name (n / name :op1 ""War"" :op2 ""of"" :op3 ""the"" :op4 ""Roses""))
      :ARG2 (a / amr-unknown)
      :mod (f / final))","# ::snt Какой финал у война алой и белой розы?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.947352
(z0 / amr-unintelligible
    :value ""финал_у_война_алой_и_белой_розы"")",0.12
3435,3435,Какой был главный итог в Войне Роз?,ru,train,"# ::snt Какой был главный итог в Войне Роз?
(r / result-01
      :ARG1 (w / war :name (n / name :op1 ""War"" :op2 ""of"" :op3 ""the"" :op4 ""Roses""))
      :ARG2 (a / amr-unknown)
      :mod (f / final))","# ::snt Какой был главный итог в Войне Роз?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.947375
(z0 / Какой)",0.12
3436,3436,"Чим завершилася ""Війна троянд""?",uk,train,"# ::snt Чим завершилася ""Війна троянд""?
(r / result-01
      :ARG1 (w / war :name (n / name :op1 ""War"" :op2 ""of"" :op3 ""the"" :op4 ""Roses""))
      :ARG2 (a / amr-unknown)
      :mod (f / final))","# ::snt Чим завершилася ""Війна троянд""?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.947404
(z0 / string-entity
    :value ""Чим""
    :op2 ""завершилася""
    :polarity (z1 / amr-unknown))",0.2
3437,3437,Kuo baigiasi raudonos ir baltos rožės karas?,lt,train,"# ::snt Kuo baigiasi raudonos ir baltos rožės karas?
(r / result-01
      :ARG1 (w / war :name (n / name :op1 ""War"" :op2 ""of"" :op3 ""the"" :op4 ""Roses""))
      :ARG2 (a / amr-unknown)
      :mod (f / final))","# ::snt Kuo baigiasi raudonos ir baltos rožės karas?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.947429
(z0 / amr-choice
    :op1 (z1 / person
             :wiki -
             :name (z2 / name
                       :op1 ""Kuo""
                       :op2 ""baigiasi""
                       :op3 ""raudonos""))
    :op2 (z3 / person
             :wiki -
             :name (z4 / name
                       :op1 ""Baltos""
                       :op2 ""rožės""
                       :op3 ""karas"")))",0.19
3438,3438,Які фінал у вайна пунсовай і белай ружы?,be,train,"# ::snt Які фінал у вайна пунсовай і белай ружы?
(r / result-01
      :ARG1 (w / war :name (n / name :op1 ""War"" :op2 ""of"" :op3 ""the"" :op4 ""Roses""))
      :ARG2 (a / amr-unknown)
      :mod (f / final))","# ::snt Які фінал у вайна пунсовай і белай ружы?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.947454
(z0 / amr-unintelligible
    :value ""фінал_у"")",0.12
3439,3439,How much did Pulp Fiction cost?,en,train,"# ::snt How much did Pulp Fiction cost?
(c / cost-01
      :ARG1 (w / work-of-art :name (n / name :op1 ""Pulp"" :op2 ""Fiction""))
      :ARG2 (a / amr-unknown))","# ::snt How much did Pulp Fiction cost?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.947478
(z0 / cost-01
    :ARG1 (z1 / work-of-art
              :wiki ""Pulp_Fiction""
              :name (z2 / name
                        :op1 ""Pulp""
                        :op2 ""Fiction""))
    :ARG2 (z3 / amr-unknown))",0.95
3440,3440,"Күпме тора ""криминалистик чтивосы""?",ba,train,"# ::snt Күпме тора ""криминалистик чтивосы""?
(c / cost-01
      :ARG1 (w / work-of-art :name (n / name :op1 ""Pulp"" :op2 ""Fiction""))
      :ARG2 (a / amr-unknown))","# ::snt Күпме тора ""криминалистик чтивосы""?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.947503
(z0 / string-entity
    :value ""тора""
    :polarity (z1 / amr-unknown))",0.27
3441,3441,Wie viel hat Pulp Fiction gekostet?,de,train,"# ::snt Wie viel hat Pulp Fiction gekostet?
(c / cost-01
      :ARG1 (w / work-of-art :name (n / name :op1 ""Pulp"" :op2 ""Fiction""))
      :ARG2 (a / amr-unknown))","# ::snt Wie viel hat Pulp Fiction gekostet?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.947528
(z0 / wie-viel
    :mod (z1 / hat
             :mod (z2 / gekostet
                      :topic (z3 / work-of-art
                                 :wiki ""Pulp_Fiction""
                                 :name (z4 / name
                                           :op1 ""Pulp""
                                           :op2 ""Fiction""))))
    :polarity (z5 / amr-unknown))",0.56
3442,3442,"Сколько стоит ""Криминальное чтиво""?",ru,train,"# ::snt Сколько стоит ""Криминальное чтиво""?
(c / cost-01
      :ARG1 (w / work-of-art :name (n / name :op1 ""Pulp"" :op2 ""Fiction""))
      :ARG2 (a / amr-unknown))","# ::snt Сколько стоит ""Криминальное чтиво""?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.947554
(z0 / string-entity
    :value ""�колько"")",0.15
3443,3443,Сколько стоило Криминальное чтиво?,ru,train,"# ::snt Сколько стоило Криминальное чтиво?
(c / cost-01
      :ARG1 (w / work-of-art :name (n / name :op1 ""Pulp"" :op2 ""Fiction""))
      :ARG2 (a / amr-unknown))","# ::snt Сколько стоило Криминальное чтиво?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.947579
(z0 / string-entity
    :value ""стоило""
    :polarity (z1 / amr-unknown))",0.27
3444,3444,"Стоимость кино ""Криминальное чтиво""?",ru,train,"# ::snt Стоимость кино ""Криминальное чтиво""?
(c / cost-01
      :ARG1 (w / work-of-art :name (n / name :op1 ""Pulp"" :op2 ""Fiction""))
      :ARG2 (a / amr-unknown))","# ::snt Стоимость кино ""Криминальное чтиво""?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.947615
(z0 / string-entity
    :value ""�тоимость""
    :polarity (z1 / amr-unknown))",0.27
3445,3445,Який бюджет фільму Pulp Fiction?,uk,train,"# ::snt Який бюджет фільму Pulp Fiction?
(c / cost-01
      :ARG1 (w / work-of-art :name (n / name :op1 ""Pulp"" :op2 ""Fiction""))
      :ARG2 (a / amr-unknown))","# ::snt Який бюджет фільму Pulp Fiction?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.947640
(z0 / publication
    :wiki ""Pulp_Fiction""
    :name (z1 / name
              :op1 ""Pulp""
              :op2 ""Fiction"")
    :polarity (z2 / amr-unknown))",0.53
3446,3446,"Колькі каштуе ""Крымінальнае чытво""?",be,train,"# ::snt Колькі каштуе ""Крымінальнае чытво""?
(c / cost-01
      :ARG1 (w / work-of-art :name (n / name :op1 ""Pulp"" :op2 ""Fiction""))
      :ARG2 (a / amr-unknown))","# ::snt Колькі каштуе ""Крымінальнае чытво""?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.947668
(z0 / amr-unintelligible
    :value ""Колькі"")",0.15
3447,3447,Is proinsulin a protein?,en,train,"# ::snt Is proinsulin a protein?
(p / protein
      :domain (p2 / proinsulin)
      :polarity (a / amr-unknown))","# ::snt Is proinsulin a protein?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.947693
(z0 / protein
    :domain (z1 / small-molecule
                :wiki ""Proinulin""
                :name (z2 / name
                          :op1 ""proinulin""))
    :polarity (z3 / amr-unknown))",0.62
3448,3448,Проинсулин  бу протеин?,ba,train,"# ::snt Проинсулин  бу протеин?
(p / protein
      :domain (p2 / proinsulin)
      :polarity (a / amr-unknown))","# ::snt Проинсулин  бу протеин?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.947719
(z0 / Проинсулин
    :polarity (z1 / amr-unknown))",0.6
3449,3449,Ist Proinsulin eine Protein?,de,train,"# ::snt Ist Proinsulin eine Protein?
(p / protein
      :domain (p2 / proinsulin)
      :polarity (a / amr-unknown))","# ::snt Ist Proinsulin eine Protein?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.947743
(z0 / protein
    :polarity (z1 / amr-unknown)
    :domain (z2 / small-molecule
                :wiki ""Proinsulin""
                :name (z3 / name
                          :op1 ""Proinsulin""))
    :mod (z4 / eine))",0.56
3450,3450,Проинсулин это протеин?,ru,train,"# ::snt Проинсулин это протеин?
(p / protein
      :domain (p2 / proinsulin)
      :polarity (a / amr-unknown))","# ::snt Проинсулин это протеин?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.947768
(z0 / amr-unintelligible
    :value ""Проинсулин""
    :polarity (z1 / amr-unknown))",0.55
3451,3451,Является ли проинсулин протеином?,ru,train,"# ::snt Является ли проинсулин протеином?
(p / protein
      :domain (p2 / proinsulin)
      :polarity (a / amr-unknown))","# ::snt Является ли проинсулин протеином?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.947793
(z0 / noun)",0.25
3452,3452,Является проинсулин протеином?,ru,train,"# ::snt Является проинсулин протеином?
(p / protein
      :domain (p2 / proinsulin)
      :polarity (a / amr-unknown))","# ::snt Является проинсулин протеином?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.947817
(z0 / url-entity
    :value ""Является"")",0.22
3453,3453,Чи є проінсулін протеїном?,uk,train,"# ::snt Чи є проінсулін протеїном?
(p / protein
      :domain (p2 / proinsulin)
      :polarity (a / amr-unknown))","# ::snt Чи є проінсулін протеїном?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.947842
(z0 / amr-unintelligible
    :value ""проінсулін"")",0.22
