,sentence,language,set,gold_amr,parsed_amr,smatch
2868,Когда начнется финальный матч чемпионата мира по футболу 2018?,ru,train,"# ::snt Когда начнется финальный матч чемпионата мира по футболу 2018?
(s / start-01
      :ARG1 (m / match-03
            :ARG3 (f2 / football)
            :time (f / final)
            :subevent-of (g / game :name (n / name :op1 ""world"" :op2 ""cup"" :op3 ""2018"")))
      :time (a / amr-unknown))","# ::snt Kada prasideda 2018 Pasaulio futbolo čempionato finalinės rungtynės?
(s / start-01
      :ARG1 (m / match-03
            :ARG3 (f2 / football)
            :time (f / final)
            :subevent-of (g / game :name (n / name :op1 ""world"" :op2 ""cup"" :op3 ""2018"")))
      :time (a / amr-unknown))",0.3
2869,Когда был начат финальный матч чемпионата мира по футболу 2018 года?,ru,train,"# ::snt Когда был начат финальный матч чемпионата мира по футболу 2018 года?
(s / start-01
      :ARG1 (m / match-03
            :ARG3 (f2 / football)
            :time (f / final)
            :subevent-of (g / game :name (n / name :op1 ""world"" :op2 ""cup"" :op3 ""2018"")))
      :time (a / amr-unknown))","# ::snt Когда начнется финальный матч чемпионата мира по футболу 2018?
(s / start-01
      :ARG1 (m / match-03
            :ARG3 (f2 / football)
            :time (f / final)
            :subevent-of (g / game :name (n / name :op1 ""world"" :op2 ""cup"" :op3 ""2018"")))
      :time (a / amr-unknown))",0.1
2870,Когда пройдёт финальный матч чемпионата мира по футболу 2018?,ru,train,"# ::snt Когда пройдёт финальный матч чемпионата мира по футболу 2018?
(s / start-01
      :ARG1 (m / match-03
            :ARG3 (f2 / football)
            :time (f / final)
            :subevent-of (g / game :name (n / name :op1 ""world"" :op2 ""cup"" :op3 ""2018"")))
      :time (a / amr-unknown))","# ::snt Когда был начат финальный матч чемпионата мира по футболу 2018 года?
(s / start-01
      :ARG1 (m / match-03
            :ARG3 (f2 / football)
            :time (f / final)
            :subevent-of (g / game :name (n / name :op1 ""world"" :op2 ""cup"" :op3 ""2018"")))
      :time (a / amr-unknown))",0.1
2871,Коли почнеться фінальний матч чемпіонату світу з футболу 2018?,uk,train,"# ::snt Коли почнеться фінальний матч чемпіонату світу з футболу 2018?
(s / start-01
      :ARG1 (m / match-03
            :ARG3 (f2 / football)
            :time (f / final)
            :subevent-of (g / game :name (n / name :op1 ""world"" :op2 ""cup"" :op3 ""2018"")))
      :time (a / amr-unknown))","# ::snt Когда пройдёт финальный матч чемпионата мира по футболу 2018?
(s / start-01
      :ARG1 (m / match-03
            :ARG3 (f2 / football)
            :time (f / final)
            :subevent-of (g / game :name (n / name :op1 ""world"" :op2 ""cup"" :op3 ""2018"")))
      :time (a / amr-unknown))",0.24
2872,Kada prasideda 2018 Pasaulio futbolo čempionato finalinės rungtynės?,lt,train,"# ::snt Kada prasideda 2018 Pasaulio futbolo čempionato finalinės rungtynės?
(s / start-01
      :ARG1 (m / match-03
            :ARG3 (f2 / football)
            :time (f / final)
            :subevent-of (g / game :name (n / name :op1 ""world"" :op2 ""cup"" :op3 ""2018"")))
      :time (a / amr-unknown))","# ::snt Коли почнеться фінальний матч чемпіонату світу з футболу 2018?
(s / start-01
      :ARG1 (m / match-03
            :ARG3 (f2 / football)
            :time (f / final)
            :subevent-of (g / game :name (n / name :op1 ""world"" :op2 ""cup"" :op3 ""2018"")))
      :time (a / amr-unknown))",0.3
2873,Калi пачнецца фiнальны матч чэмпiяната свету по футболу 2018?,be,train,"# ::snt Калi пачнецца фiнальны матч чэмпiяната свету по футболу 2018?
(s / start-01
      :ARG1 (m / match-03
            :ARG3 (f2 / football)
            :time (f / final)
            :subevent-of (g / game :name (n / name :op1 ""world"" :op2 ""cup"" :op3 ""2018"")))
      :time (a / amr-unknown))","# ::snt Калi пачнецца фiнальны матч чэмпiяната свету по футболу 2018?
(s / start-01
      :ARG1 (m / match-03
            :ARG3 (f2 / football)
            :time (f / final)
            :subevent-of (g / game :name (n / name :op1 ""world"" :op2 ""cup"" :op3 ""2018"")))
      :time (a / amr-unknown))",0.24
2874,Which films did Stanley Kubrick direct?,en,train,"# ::snt Which films did Stanley Kubrick direct?
(d / direct-01
      :ARG0 (p / person :name (n / name :op1 ""Stanley"" :op2 ""Kubrick""))
      :ARG1 (f / film
            :mod (a / amr-unknown)))","# ::snt Which films did Stanley Kubrick direct?
(d / direct-01
      :ARG0 (p / person :name (n / name :op1 ""Stanley"" :op2 ""Kubrick""))
      :ARG1 (f / film
            :mod (a / amr-unknown)))",0.96
2875,Bei welchen Filmen hat Stanley Kubrick Regie geführt?,de,train,"# ::snt Bei welchen Filmen hat Stanley Kubrick Regie geführt?
(d / direct-01
      :ARG0 (p / person :name (n / name :op1 ""Stanley"" :op2 ""Kubrick""))
      :ARG1 (f / film
            :mod (a / amr-unknown)))","# ::snt Bei welchen Filmen hat Stanley Kubrick Regie geführt?
(d / direct-01
      :ARG0 (p / person :name (n / name :op1 ""Stanley"" :op2 ""Kubrick""))
      :ARG1 (f / film
            :mod (a / amr-unknown)))",0.47
2876,Какие фильмы срежессировал Стенли Кубрик?,ru,train,"# ::snt Какие фильмы срежессировал Стенли Кубрик?
(d / direct-01
      :ARG0 (p / person :name (n / name :op1 ""Stanley"" :op2 ""Kubrick""))
      :ARG1 (f / film
            :mod (a / amr-unknown)))","# ::snt Kokius filmus režisavo Stanley Kubrickas?
(d / direct-01
      :ARG0 (p / person :name (n / name :op1 ""Stanley"" :op2 ""Kubrick""))
      :ARG1 (f / film
            :mod (a / amr-unknown)))",0.13
2877,Какие фильмы снял Стэнли Кубрик?,ru,train,"# ::snt Какие фильмы снял Стэнли Кубрик?
(d / direct-01
      :ARG0 (p / person :name (n / name :op1 ""Stanley"" :op2 ""Kubrick""))
      :ARG1 (f / film
            :mod (a / amr-unknown)))","# ::snt Kokius filmus surežesavo Stenlis Kubrikas?
(d / direct-01
      :ARG0 (p / person :name (n / name :op1 ""Stanley"" :op2 ""Kubrick""))
      :ARG1 (f / film
            :mod (a / amr-unknown)))",0.14
2878,Какие фильмы срежисировал Стэнли Кубрик?,ru,train,"# ::snt Какие фильмы срежисировал Стэнли Кубрик?
(d / direct-01
      :ARG0 (p / person :name (n / name :op1 ""Stanley"" :op2 ""Kubrick""))
      :ARG1 (f / film
            :mod (a / amr-unknown)))","# ::snt Какие фильмы срежессировал Стенли Кубрик?
(d / direct-01
      :ARG0 (p / person :name (n / name :op1 ""Stanley"" :op2 ""Kubrick""))
      :ARG1 (f / film
            :mod (a / amr-unknown)))",0.13
2879,Режиссёром каких фильмов был Стэнли Кубрик?,ru,train,"# ::snt Режиссёром каких фильмов был Стэнли Кубрик?
(d / direct-01
      :ARG0 (p / person :name (n / name :op1 ""Stanley"" :op2 ""Kubrick""))
      :ARG1 (f / film
            :mod (a / amr-unknown)))","# ::snt Какие фильмы снял Стэнли Кубрик?
(d / direct-01
      :ARG0 (p / person :name (n / name :op1 ""Stanley"" :op2 ""Kubrick""))
      :ARG1 (f / film
            :mod (a / amr-unknown)))",0.22
2880,Які фільми зрежисував Стенлі Кубрик?,uk,train,"# ::snt Які фільми зрежисував Стенлі Кубрик?
(d / direct-01
      :ARG0 (p / person :name (n / name :op1 ""Stanley"" :op2 ""Kubrick""))
      :ARG1 (f / film
            :mod (a / amr-unknown)))","# ::snt Какие фильмы срежисировал Стэнли Кубрик?
(d / direct-01
      :ARG0 (p / person :name (n / name :op1 ""Stanley"" :op2 ""Kubrick""))
      :ARG1 (f / film
            :mod (a / amr-unknown)))",0.13
2881,Які фільми срежисував Стенлі Кубрик?,uk,train,"# ::snt Які фільми срежисував Стенлі Кубрик?
(d / direct-01
      :ARG0 (p / person :name (n / name :op1 ""Stanley"" :op2 ""Kubrick""))
      :ARG1 (f / film
            :mod (a / amr-unknown)))","# ::snt Режиссёром каких фильмов был Стэнли Кубрик?
(d / direct-01
      :ARG0 (p / person :name (n / name :op1 ""Stanley"" :op2 ""Kubrick""))
      :ARG1 (f / film
            :mod (a / amr-unknown)))",0.13
2882,Kokius filmus režisavo Stanley Kubrickas?,lt,train,"# ::snt Kokius filmus režisavo Stanley Kubrickas?
(d / direct-01
      :ARG0 (p / person :name (n / name :op1 ""Stanley"" :op2 ""Kubrick""))
      :ARG1 (f / film
            :mod (a / amr-unknown)))","# ::snt Які фільми зрежисував Стенлі Кубрик?
(d / direct-01
      :ARG0 (p / person :name (n / name :op1 ""Stanley"" :op2 ""Kubrick""))
      :ARG1 (f / film
            :mod (a / amr-unknown)))",0.61
2883,Kokius filmus surežesavo Stenlis Kubrikas?,lt,train,"# ::snt Kokius filmus surežesavo Stenlis Kubrikas?
(d / direct-01
      :ARG0 (p / person :name (n / name :op1 ""Stanley"" :op2 ""Kubrick""))
      :ARG1 (f / film
            :mod (a / amr-unknown)))","# ::snt Які фільми срежисував Стенлі Кубрик?
(d / direct-01
      :ARG0 (p / person :name (n / name :op1 ""Stanley"" :op2 ""Kubrick""))
      :ARG1 (f / film
            :mod (a / amr-unknown)))",0.39
2884,Якiя фiльмы рэжысаваў Стэнлi Кубрык?,be,train,"# ::snt Якiя фiльмы рэжысаваў Стэнлi Кубрык?
(d / direct-01
      :ARG0 (p / person :name (n / name :op1 ""Stanley"" :op2 ""Kubrick""))
      :ARG1 (f / film
            :mod (a / amr-unknown)))","# ::snt Якiя фiльмы рэжысаваў Стэнлi Кубрык?
(d / direct-01
      :ARG0 (p / person :name (n / name :op1 ""Stanley"" :op2 ""Kubrick""))
      :ARG1 (f / film
            :mod (a / amr-unknown)))",0.14
2885,how much is the population Iraq?,en,train,"# ::snt how much is the population Iraq?
(p / populate-01
      :ARG1 (c / country :name (n / name :op1 ""Iraq""))
      :quant (a / amr-unknown))","# ::snt how much is the population Iraq?
(p / populate-01
      :ARG1 (c / country :name (n / name :op1 ""Iraq""))
      :quant (a / amr-unknown))",0.84
2886,Wie viele Einwohner hat der Irak?,de,train,"# ::snt Wie viele Einwohner hat der Irak?
(p / populate-01
      :ARG1 (c / country :name (n / name :op1 ""Iraq""))
      :quant (a / amr-unknown))","# ::snt Wie viele Einwohner hat der Irak?
(p / populate-01
      :ARG1 (c / country :name (n / name :op1 ""Iraq""))
      :quant (a / amr-unknown))",0.41
2887,Какова численность населения Ирака?,ru,train,"# ::snt Какова численность населения Ирака?
(p / populate-01
      :ARG1 (c / country :name (n / name :op1 ""Iraq""))
      :quant (a / amr-unknown))","# ::snt Какова численность населения Ирака?
(p / populate-01
      :ARG1 (c / country :name (n / name :op1 ""Iraq""))
      :quant (a / amr-unknown))",0.31
2888,Каково население Ирака?,ru,train,"# ::snt Каково население Ирака?
(p / populate-01
      :ARG1 (c / country :name (n / name :op1 ""Iraq""))
      :quant (a / amr-unknown))","# ::snt Каково население Ирака?
(p / populate-01
      :ARG1 (c / country :name (n / name :op1 ""Iraq""))
      :quant (a / amr-unknown))",0.17
2889,Какая численность населения Ирака?,ru,train,"# ::snt Какая численность населения Ирака?
(p / populate-01
      :ARG1 (c / country :name (n / name :op1 ""Iraq""))
      :quant (a / amr-unknown))","# ::snt Какая численность населения Ирака?
(p / populate-01
      :ARG1 (c / country :name (n / name :op1 ""Iraq""))
      :quant (a / amr-unknown))",0.27
2890,Якая колькасць насельнiцтва ў Iраку?,be,train,"# ::snt Якая колькасць насельнiцтва ў Iраку?
(p / populate-01
      :ARG1 (c / country :name (n / name :op1 ""Iraq""))
      :quant (a / amr-unknown))","# ::snt Якая колькасць насельнiцтва ў Iраку?
(p / populate-01
      :ARG1 (c / country :name (n / name :op1 ""Iraq""))
      :quant (a / amr-unknown))",0.42
2891,How many inhabitants does the largest city in Canada have?,en,train,"# ::snt How many inhabitants does the largest city in Canada have?
(h / have-03
      :ARG0 (c / city
            :ARG1-of (h2 / have-degree-91
                  :ARG2 (l / large)
                  :ARG3 (m / most)
                  :ARG5 (c3 / city
                        :location (c2 / country :name (n / name :op1 ""Canada"")))))
      :ARG1 (p / person
            :ARG0-of (i2 / inhabit-01
                  :ARG1 c)
            :quant (a / amr-unknown)))","# ::snt How many inhabitants does the largest city in Canada have?
(h / have-03
      :ARG0 (c / city
            :ARG1-of (h2 / have-degree-91
                  :ARG2 (l / large)
                  :ARG3 (m / most)
                  :ARG5 (c3 / city
                        :location (c2 / country :name (n / name :op1 ""Canada"")))))
      :ARG1 (p / person
            :ARG0-of (i2 / inhabit-01
                  :ARG1 c)
            :quant (a / amr-unknown)))",0.87
